sale_id,date_id,customer_id,product_id,store_id,promotion_id,quantity,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,unit_cost,cogs,gross_profit,is_return,order_channel
SLS000440,20251024,CUST00289,PRD0080,STR007,PROMO007,5,460.17,0.15,345.13,2300.85,1955.72,197.51,987.55,968.17,FALSE,In-Store
SLS000441,20251123,CUST00167,PRD0048,STR005,PROMO010,1,59.4,0.08,4.75,59.4,54.65,23.77,23.77,30.88,FALSE,In-Store
SLS000442,20231216,CUST00107,PRD0062,STR009,PROMO006,3,452.19,0.25,339.14,1356.57,1017.43,227.27,681.81,335.62,FALSE,In-Store
SLS000443,20230311,CUST00206,PRD0079,STR010,PROMO006,4,496.36,0.25,496.36,1985.44,1489.08,228.28,913.12,575.96,FALSE,In-Store
SLS000444,20230416,CUST00363,PRD0004,STR006,PROMO010,5,167.52,0.08,67.01,837.6,770.59,91.24,456.2,314.39,FALSE,In-Store
SLS000445,20231020,CUST00105,PRD0023,STR005,PROMO003,1,168.49,0.1,16.85,168.49,151.64,99.84,99.84,51.8,FALSE,In-Store
SLS000446,20230811,CUST00178,PRD0014,STR006,PROMO006,4,380.42,0.25,380.42,1521.68,1141.26,155.96,623.84,517.42,FALSE,In-Store
SLS000447,20250426,CUST00457,PRD0043,STR001,PROMO009,4,434.99,0.22,382.79,1739.96,1357.17,234.0,936.0,421.17,FALSE,Online
SLS000448,20250213,CUST00400,PRD0027,STR010,PROMO012,5,294.07,0.12,176.44,1470.35,1293.91,165.86,829.3,464.61,FALSE,In-Store
SLS000449,20241014,CUST00054,PRD0092,STR001,PROMO010,1,73.41,0.08,5.87,73.41,67.54,37.74,37.74,29.8,FALSE,Online
SLS000450,20230606,CUST00190,PRD0076,STR005,PROMO012,3,399.26,0.12,143.73,1197.78,1054.05,169.19,507.57,546.48,FALSE,In-Store
SLS000451,20231016,CUST00173,PRD0003,STR002,PROMO008,5,147.16,0.1,73.58,735.8,662.22,80.66,403.3,258.92,FALSE,Mobile
SLS000452,20250704,CUST00363,PRD0100,STR002,PROMO008,5,100.42,0.1,50.21,502.1,451.89,47.68,238.4,213.49,FALSE,Mobile
SLS000453,20230920,CUST00217,PRD0096,STR006,PROMO004,1,121.6,0.2,24.32,121.6,97.28,57.13,57.13,40.15,FALSE,In-Store
SLS000454,20230912,CUST00470,PRD0061,STR004,PROMO001,5,486.92,0.0,0.0,2434.6,2434.6,238.6,1193.0,1241.6,FALSE,In-Store
SLS000455,20230814,CUST00348,PRD0028,STR006,PROMO001,5,413.35,0.0,0.0,2066.75,2066.75,212.12,1060.6,1006.15,FALSE,In-Store
SLS000456,20231224,CUST00305,PRD0074,STR010,PROMO004,2,402.17,0.2,160.87,804.34,643.47,232.8,465.6,177.87,FALSE,In-Store
SLS000457,20250421,CUST00365,PRD0046,STR002,PROMO009,1,70.34,0.22,15.47,70.34,54.87,25.46,25.46,29.41,FALSE,Mobile
SLS000458,20231012,CUST00270,PRD0061,STR009,PROMO012,1,486.92,0.12,58.43,486.92,428.49,238.6,238.6,189.89,TRUE,In-Store
SLS000459,20240407,CUST00131,PRD0040,STR002,PROMO007,4,43.29,0.15,25.97,173.16,147.19,25.59,102.36,44.83,FALSE,Mobile
SLS000460,20240505,CUST00273,PRD0054,STR006,PROMO006,1,244.95,0.25,61.24,244.95,183.71,121.9,121.9,61.81,FALSE,In-Store
SLS000461,20240917,CUST00204,PRD0064,STR005,PROMO004,2,462.45,0.2,184.98,924.9,739.92,273.13,546.26,193.66,FALSE,In-Store
SLS000462,20230621,CUST00426,PRD0072,STR008,PROMO011,3,359.86,0.18,194.32,1079.58,885.26,189.89,569.67,315.59,FALSE,In-Store
SLS000463,20250404,CUST00478,PRD0013,STR010,PROMO004,3,462.58,0.2,277.55,1387.74,1110.19,161.99,485.97,624.22,FALSE,In-Store
SLS000464,20240606,CUST00406,PRD0054,STR010,PROMO006,1,244.95,0.25,61.24,244.95,183.71,121.9,121.9,61.81,FALSE,In-Store
SLS000465,20241228,CUST00246,PRD0084,STR007,PROMO012,1,439.66,0.12,52.76,439.66,386.9,201.31,201.31,185.59,FALSE,In-Store
SLS000466,20230703,CUST00289,PRD0067,STR001,PROMO011,5,354.78,0.18,319.3,1773.9,1454.6,195.39,976.95,477.65,FALSE,Online
SLS000467,20250715,CUST00012,PRD0076,STR001,PROMO005,4,399.26,0.12,191.64,1597.04,1405.4,169.19,676.76,728.64,FALSE,Online
SLS000468,20250725,CUST00208,PRD0033,STR006,PROMO007,2,337.53,0.15,101.26,675.06,573.8,164.6,329.2,244.6,FALSE,In-Store
SLS000469,20251215,CUST00130,PRD0007,STR004,PROMO011,3,459.25,0.18,247.99,1377.75,1129.76,191.96,575.88,553.88,FALSE,In-Store
SLS000470,20250511,CUST00260,PRD0029,STR006,PROMO001,1,315.73,0.0,0.0,315.73,315.73,179.95,179.95,135.78,FALSE,In-Store
SLS000471,20240410,CUST00440,PRD0073,STR006,PROMO004,2,314.78,0.2,125.91,629.56,503.65,118.86,237.72,265.93,TRUE,In-Store
SLS000472,20241011,CUST00450,PRD0050,STR010,PROMO008,3,365.56,0.1,109.67,1096.68,987.01,153.34,460.02,526.99,FALSE,In-Store
SLS000473,20240602,CUST00218,PRD0002,STR003,PROMO008,4,476.98,0.1,190.79,1907.92,1717.13,184.29,737.16,979.97,FALSE,Marketplace
SLS000474,20230408,CUST00385,PRD0059,STR003,PROMO004,5,125.4,0.2,125.4,627.0,501.6,59.21,296.05,205.55,FALSE,Marketplace
SLS000475,20231128,CUST00439,PRD0047,STR006,PROMO005,5,55.28,0.12,33.17,276.4,243.23,21.74,108.7,134.53,FALSE,In-Store
SLS000476,20250214,CUST00124,PRD0037,STR003,PROMO009,3,337.62,0.22,222.83,1012.86,790.03,134.32,402.96,387.07,FALSE,Marketplace
SLS000477,20240827,CUST00116,PRD0082,STR005,PROMO005,5,243.2,0.12,145.92,1216.0,1070.08,141.96,709.8,360.28,TRUE,In-Store
SLS000478,20241020,CUST00040,PRD0016,STR006,PROMO007,1,420.42,0.15,63.06,420.42,357.36,162.82,162.82,194.54,FALSE,In-Store
SLS000479,20230801,CUST00221,PRD0026,STR002,PROMO003,4,186.17,0.1,74.47,744.68,670.21,107.56,430.24,239.97,FALSE,Mobile
SLS000480,20241122,CUST00056,PRD0045,STR005,PROMO011,3,454.14,0.18,245.24,1362.42,1117.18,226.81,680.43,436.75,FALSE,In-Store
SLS000481,20250426,CUST00372,PRD0098,STR006,PROMO009,5,61.76,0.22,67.94,308.8,240.86,28.79,143.95,96.91,FALSE,In-Store
SLS000482,20240329,CUST00398,PRD0057,STR004,PROMO009,1,282.9,0.22,62.24,282.9,220.66,128.94,128.94,91.72,FALSE,In-Store
SLS000483,20230116,CUST00179,PRD0008,STR007,PROMO001,2,182.18,0.0,0.0,364.36,364.36,101.48,202.96,161.4,FALSE,In-Store
SLS000484,20250625,CUST00012,PRD0003,STR006,PROMO011,3,147.16,0.18,79.47,441.48,362.01,80.66,241.98,120.03,FALSE,In-Store
SLS000485,20250103,CUST00103,PRD0031,STR010,PROMO010,5,490.78,0.08,196.31,2453.9,2257.59,172.34,861.7,1395.89,FALSE,In-Store
SLS000486,20231107,CUST00054,PRD0097,STR002,PROMO007,5,165.97,0.15,124.48,829.85,705.37,99.56,497.8,207.57,FALSE,Mobile
SLS000487,20240428,CUST00219,PRD0003,STR007,PROMO005,1,147.16,0.12,17.66,147.16,129.5,80.66,80.66,48.84,TRUE,In-Store
SLS000488,20250410,CUST00009,PRD0023,STR001,PROMO008,5,168.49,0.1,84.25,842.45,758.2,99.84,499.2,259.0,FALSE,Online
SLS000489,20230412,CUST00232,PRD0065,STR003,PROMO011,1,142.01,0.18,25.56,142.01,116.45,58.7,58.7,57.75,FALSE,Marketplace
SLS000490,20240425,CUST00021,PRD0010,STR008,PROMO008,5,198.31,0.1,99.16,991.55,892.39,93.99,469.95,422.44,FALSE,In-Store
SLS000491,20240302,CUST00044,PRD0047,STR007,PROMO003,4,55.28,0.1,22.11,221.12,199.01,21.74,86.96,112.05,FALSE,In-Store
SLS000492,20250322,CUST00306,PRD0054,STR005,PROMO011,3,244.95,0.18,132.27,734.85,602.58,121.9,365.7,236.88,FALSE,In-Store
SLS000493,20250806,CUST00094,PRD0067,STR003,PROMO006,1,354.78,0.25,88.69,354.78,266.09,195.39,195.39,70.7,FALSE,Marketplace
SLS000494,20240923,CUST00055,PRD0067,STR010,PROMO003,4,354.78,0.1,141.91,1419.12,1277.21,195.39,781.56,495.65,FALSE,In-Store
SLS000495,20240605,CUST00054,PRD0052,STR006,PROMO002,5,284.45,0.15,213.34,1422.25,1208.91,124.5,622.5,586.41,FALSE,In-Store
SLS000496,20230422,CUST00150,PRD0068,STR008,PROMO008,2,418.76,0.1,83.75,837.52,753.77,212.99,425.98,327.79,FALSE,In-Store
SLS000497,20231119,CUST00489,PRD0034,STR006,PROMO002,4,45.05,0.15,27.03,180.2,153.17,21.87,87.48,65.69,FALSE,In-Store
SLS000498,20251029,CUST00315,PRD0021,STR006,PROMO006,5,335.42,0.25,419.28,1677.1,1257.82,190.96,954.8,303.02,FALSE,In-Store
SLS000499,20250806,CUST00097,PRD0085,STR004,PROMO011,2,50.41,0.18,18.15,100.82,82.67,26.85,53.7,28.97,FALSE,In-Store
SLS000500,20240813,CUST00052,PRD0052,STR007,PROMO002,1,284.45,0.15,42.67,284.45,241.78,124.5,124.5,117.28,FALSE,In-Store
SLS000501,20250415,CUST00172,PRD0095,STR008,PROMO005,2,94.93,0.12,22.78,189.86,167.08,40.5,81.0,86.08,FALSE,In-Store
SLS000502,20251003,CUST00397,PRD0084,STR008,PROMO008,1,439.66,0.1,43.97,439.66,395.69,201.31,201.31,194.38,FALSE,In-Store
SLS000503,20230930,CUST00051,PRD0064,STR003,PROMO011,3,462.45,0.18,249.72,1387.35,1137.63,273.13,819.39,318.24,FALSE,Marketplace
SLS000504,20241221,CUST00467,PRD0085,STR003,PROMO004,1,50.41,0.2,10.08,50.41,40.33,26.85,26.85,13.48,FALSE,Marketplace
SLS000505,20231222,CUST00257,PRD0081,STR004,PROMO003,2,348.31,0.1,69.66,696.62,626.96,129.36,258.72,368.24,FALSE,In-Store
SLS000506,20230327,CUST00096,PRD0072,STR007,PROMO002,2,359.86,0.15,107.96,719.72,611.76,189.89,379.78,231.98,FALSE,In-Store
SLS000507,20251105,CUST00372,PRD0089,STR006,PROMO007,2,238.8,0.15,71.64,477.6,405.96,141.57,283.14,122.82,FALSE,In-Store
SLS000508,20250322,CUST00166,PRD0091,STR003,PROMO008,2,58.03,0.1,11.61,116.06,104.45,30.77,61.54,42.91,FALSE,Marketplace
SLS000509,20230109,CUST00422,PRD0036,STR008,PROMO012,1,393.98,0.12,47.28,393.98,346.7,158.74,158.74,187.96,FALSE,In-Store
SLS000510,20241001,CUST00266,PRD0051,STR001,PROMO009,5,263.96,0.22,290.36,1319.8,1029.44,136.13,680.65,348.79,TRUE,Online
SLS000511,20240703,CUST00128,PRD0004,STR004,PROMO007,2,167.52,0.15,50.26,335.04,284.78,91.24,182.48,102.3,FALSE,In-Store
SLS000512,20250607,CUST00329,PRD0070,STR007,PROMO008,1,77.36,0.1,7.74,77.36,69.62,35.77,35.77,33.85,FALSE,In-Store
SLS000513,20251117,CUST00421,PRD0037,STR007,PROMO005,4,337.62,0.12,162.06,1350.48,1188.42,134.32,537.28,651.14,FALSE,In-Store
SLS000514,20230827,CUST00067,PRD0004,STR003,PROMO003,5,167.52,0.1,83.76,837.6,753.84,91.24,456.2,297.64,FALSE,Marketplace
SLS000515,20250528,CUST00151,PRD0100,STR002,PROMO006,1,100.42,0.25,25.11,100.42,75.31,47.68,47.68,27.63,FALSE,Mobile
SLS000516,20241201,CUST00213,PRD0030,STR004,PROMO004,4,313.88,0.2,251.1,1255.52,1004.42,145.16,580.64,423.78,FALSE,In-Store
SLS000517,20250325,CUST00210,PRD0011,STR007,PROMO011,1,222.06,0.18,39.97,222.06,182.09,127.97,127.97,54.12,TRUE,In-Store
SLS000518,20230724,CUST00423,PRD0072,STR005,PROMO003,3,359.86,0.1,107.96,1079.58,971.62,189.89,569.67,401.95,FALSE,In-Store
SLS000519,20240123,CUST00289,PRD0047,STR004,PROMO005,5,55.28,0.12,33.17,276.4,243.23,21.74,108.7,134.53,FALSE,In-Store
SLS000520,20230227,CUST00187,PRD0087,STR005,PROMO008,4,423.25,0.1,169.3,1693.0,1523.7,150.55,602.2,921.5,FALSE,In-Store
SLS000521,20230401,CUST00396,PRD0039,STR007,PROMO004,4,229.0,0.2,183.2,916.0,732.8,93.85,375.4,357.4,FALSE,In-Store
SLS000522,20231224,CUST00471,PRD0056,STR001,PROMO001,3,189.08,0.0,0.0,567.24,567.24,108.83,326.49,240.75,FALSE,Online
SLS000523,20231206,CUST00436,PRD0038,STR001,PROMO005,5,183.76,0.12,110.26,918.8,808.54,80.15,400.75,407.79,FALSE,Online
SLS000524,20250112,CUST00303,PRD0090,STR004,PROMO003,4,40.58,0.1,16.23,162.32,146.09,18.5,74.0,72.09,FALSE,In-Store
SLS000525,20240220,CUST00039,PRD0015,STR010,PROMO003,5,201.22,0.1,100.61,1006.1,905.49,114.88,574.4,331.09,FALSE,In-Store
SLS000526,20231219,CUST00079,PRD0044,STR010,PROMO004,3,149.24,0.2,89.54,447.72,358.18,77.63,232.89,125.29,FALSE,In-Store
SLS000527,20241001,CUST00028,PRD0052,STR008,PROMO009,1,284.45,0.22,62.58,284.45,221.87,124.5,124.5,97.37,FALSE,In-Store
SLS000528,20240109,CUST00139,PRD0015,STR004,PROMO007,3,201.22,0.15,90.55,603.66,513.11,114.88,344.64,168.47,FALSE,In-Store
SLS000529,20240924,CUST00106,PRD0012,STR009,PROMO002,2,413.06,0.15,123.92,826.12,702.2,175.37,350.74,351.46,FALSE,In-Store
SLS000530,20240819,CUST00129,PRD0094,STR003,PROMO001,1,64.1,0.0,0.0,64.1,64.1,25.0,25.0,39.1,FALSE,Marketplace
SLS000531,20230719,CUST00017,PRD0010,STR004,PROMO006,3,198.31,0.25,148.73,594.93,446.2,93.99,281.97,164.23,FALSE,In-Store
SLS000532,20240817,CUST00478,PRD0063,STR008,PROMO010,2,189.98,0.08,30.4,379.96,349.56,102.69,205.38,144.18,FALSE,In-Store
SLS000533,20230901,CUST00405,PRD0050,STR008,PROMO001,3,365.56,0.0,0.0,1096.68,1096.68,153.34,460.02,636.66,FALSE,In-Store
SLS000534,20240918,CUST00155,PRD0027,STR008,PROMO011,2,294.07,0.18,105.87,588.14,482.27,165.86,331.72,150.55,FALSE,In-Store
SLS000535,20240518,CUST00487,PRD0070,STR001,PROMO009,5,77.36,0.22,85.1,386.8,301.7,35.77,178.85,122.85,FALSE,Online
SLS000536,20230221,CUST00485,PRD0029,STR002,PROMO006,3,315.73,0.25,236.8,947.19,710.39,179.95,539.85,170.54,FALSE,Mobile
SLS000537,20241024,CUST00313,PRD0042,STR005,PROMO006,4,404.33,0.25,404.33,1617.32,1212.99,189.3,757.2,455.79,FALSE,In-Store
SLS000538,20240318,CUST00463,PRD0026,STR002,PROMO002,4,186.17,0.15,111.7,744.68,632.98,107.56,430.24,202.74,FALSE,Mobile
SLS000539,20241109,CUST00230,PRD0003,STR009,PROMO004,3,147.16,0.2,88.3,441.48,353.18,80.66,241.98,111.2,FALSE,In-Store
SLS000540,20230920,CUST00247,PRD0054,STR006,PROMO003,4,244.95,0.1,97.98,979.8,881.82,121.9,487.6,394.22,FALSE,In-Store
SLS000541,20250617,CUST00275,PRD0007,STR003,PROMO005,3,459.25,0.12,165.33,1377.75,1212.42,191.96,575.88,636.54,FALSE,Marketplace
SLS000542,20230314,CUST00129,PRD0030,STR006,PROMO007,4,313.88,0.15,188.33,1255.52,1067.19,145.16,580.64,486.55,FALSE,In-Store
SLS000543,20231203,CUST00470,PRD0073,STR008,PROMO007,1,314.78,0.15,47.22,314.78,267.56,118.86,118.86,148.7,FALSE,In-Store
SLS000544,20250330,CUST00028,PRD0077,STR001,PROMO006,3,232.8,0.25,174.6,698.4,523.8,131.09,393.27,130.53,FALSE,Online
SLS000545,20250223,CUST00475,PRD0052,STR004,PROMO003,2,284.45,0.1,56.89,568.9,512.01,124.5,249.0,263.01,FALSE,In-Store
SLS000546,20250923,CUST00119,PRD0047,STR004,PROMO010,5,55.28,0.08,22.11,276.4,254.29,21.74,108.7,145.59,FALSE,In-Store
SLS000547,20230403,CUST00184,PRD0042,STR003,PROMO012,4,404.33,0.12,194.08,1617.32,1423.24,189.3,757.2,666.04,FALSE,Marketplace
SLS000548,20240924,CUST00093,PRD0030,STR008,PROMO001,1,313.88,0.0,0.0,313.88,313.88,145.16,145.16,168.72,FALSE,In-Store
SLS000549,20241030,CUST00065,PRD0087,STR005,PROMO005,4,423.25,0.12,203.16,1693.0,1489.84,150.55,602.2,887.64,FALSE,In-Store
SLS000550,20251205,CUST00108,PRD0045,STR001,PROMO006,3,454.14,0.25,340.61,1362.42,1021.81,226.81,680.43,341.38,FALSE,Online
SLS000551,20230729,CUST00298,PRD0049,STR009,PROMO010,5,466.54,0.08,186.62,2332.7,2146.08,279.63,1398.15,747.93,FALSE,In-Store
SLS000552,20240604,CUST00352,PRD0038,STR009,PROMO008,4,183.76,0.1,73.5,735.04,661.54,80.15,320.6,340.94,FALSE,In-Store
SLS000553,20241023,CUST00248,PRD0040,STR008,PROMO001,4,43.29,0.0,0.0,173.16,173.16,25.59,102.36,70.8,FALSE,In-Store
SLS000554,20241220,CUST00287,PRD0071,STR004,PROMO006,1,268.28,0.25,67.07,268.28,201.21,141.5,141.5,59.71,FALSE,In-Store
SLS000555,20241212,CUST00285,PRD0032,STR001,PROMO007,1,394.61,0.15,59.19,394.61,335.42,230.52,230.52,104.9,FALSE,Online
SLS000556,20251214,CUST00274,PRD0075,STR006,PROMO005,3,157.92,0.12,56.85,473.76,416.91,76.3,228.9,188.01,FALSE,In-Store
SLS000557,20240620,CUST00334,PRD0049,STR003,PROMO002,1,466.54,0.15,69.98,466.54,396.56,279.63,279.63,116.93,FALSE,Marketplace
SLS000558,20240612,CUST00141,PRD0087,STR009,PROMO003,1,423.25,0.1,42.33,423.25,380.92,150.55,150.55,230.37,FALSE,In-Store
SLS000559,20230531,CUST00038,PRD0047,STR010,PROMO010,5,55.28,0.08,22.11,276.4,254.29,21.74,108.7,145.59,FALSE,In-Store
SLS000560,20250530,CUST00302,PRD0012,STR001,PROMO004,4,413.06,0.2,330.45,1652.24,1321.79,175.37,701.48,620.31,FALSE,Online
SLS000561,20240423,CUST00297,PRD0018,STR005,PROMO008,2,60.49,0.1,12.1,120.98,108.88,25.63,51.26,57.62,FALSE,In-Store
SLS000562,20230127,CUST00008,PRD0052,STR009,PROMO007,2,284.45,0.15,85.33,568.9,483.57,124.5,249.0,234.57,FALSE,In-Store
SLS000563,20250209,CUST00345,PRD0026,STR002,PROMO007,4,186.17,0.15,111.7,744.68,632.98,107.56,430.24,202.74,FALSE,Mobile
SLS000564,20241022,CUST00455,PRD0090,STR007,PROMO005,4,40.58,0.12,19.48,162.32,142.84,18.5,74.0,68.84,FALSE,In-Store
SLS000565,20231212,CUST00131,PRD0080,STR005,PROMO012,2,460.17,0.12,110.44,920.34,809.9,197.51,395.02,414.88,FALSE,In-Store
SLS000566,20250213,CUST00279,PRD0086,STR004,PROMO003,3,132.21,0.1,39.66,396.63,356.97,68.81,206.43,150.54,FALSE,In-Store
SLS000567,20240225,CUST00120,PRD0015,STR003,PROMO012,3,201.22,0.12,72.44,603.66,531.22,114.88,344.64,186.58,FALSE,Marketplace
SLS000568,20230927,CUST00210,PRD0035,STR009,PROMO007,3,122.52,0.15,55.13,367.56,312.43,56.24,168.72,143.71,FALSE,In-Store
SLS000569,20250312,CUST00487,PRD0008,STR009,PROMO010,1,182.18,0.08,14.57,182.18,167.61,101.48,101.48,66.13,FALSE,In-Store
SLS000570,20230414,CUST00463,PRD0002,STR001,PROMO004,3,476.98,0.2,286.19,1430.94,1144.75,184.29,552.87,591.88,FALSE,Online
SLS000571,20231105,CUST00001,PRD0026,STR004,PROMO008,1,186.17,0.1,18.62,186.17,167.55,107.56,107.56,59.99,FALSE,In-Store
SLS000572,20230220,CUST00404,PRD0089,STR010,PROMO010,4,238.8,0.08,76.42,955.2,878.78,141.57,566.28,312.5,FALSE,In-Store
SLS000573,20240220,CUST00039,PRD0089,STR002,PROMO001,2,238.8,0.0,0.0,477.6,477.6,141.57,283.14,194.46,FALSE,Mobile
SLS000574,20251010,CUST00048,PRD0024,STR004,PROMO011,3,377.12,0.18,203.64,1131.36,927.72,179.54,538.62,389.1,FALSE,In-Store
SLS000575,20250524,CUST00414,PRD0024,STR006,PROMO008,3,377.12,0.1,113.14,1131.36,1018.22,179.54,538.62,479.6,FALSE,In-Store
SLS000576,20230203,CUST00243,PRD0081,STR010,PROMO007,1,348.31,0.15,52.25,348.31,296.06,129.36,129.36,166.7,FALSE,In-Store
SLS000577,20251119,CUST00460,PRD0096,STR004,PROMO003,1,121.6,0.1,12.16,121.6,109.44,57.13,57.13,52.31,FALSE,In-Store
SLS000578,20240205,CUST00492,PRD0063,STR005,PROMO007,1,189.98,0.15,28.5,189.98,161.48,102.69,102.69,58.79,FALSE,In-Store
SLS000579,20240220,CUST00468,PRD0030,STR006,PROMO006,4,313.88,0.25,313.88,1255.52,941.64,145.16,580.64,361.0,FALSE,In-Store
SLS000580,20250609,CUST00318,PRD0076,STR006,PROMO012,1,399.26,0.12,47.91,399.26,351.35,169.19,169.19,182.16,FALSE,In-Store
SLS000581,20230420,CUST00235,PRD0065,STR008,PROMO003,5,142.01,0.1,71.0,710.05,639.05,58.7,293.5,345.55,TRUE,In-Store
SLS000582,20250827,CUST00066,PRD0079,STR008,PROMO012,2,496.36,0.12,119.13,992.72,873.59,228.28,456.56,417.03,FALSE,In-Store
SLS000583,20240127,CUST00337,PRD0074,STR004,PROMO001,3,402.17,0.0,0.0,1206.51,1206.51,232.8,698.4,508.11,FALSE,In-Store
SLS000584,20230314,CUST00486,PRD0011,STR007,PROMO010,2,222.06,0.08,35.53,444.12,408.59,127.97,255.94,152.65,FALSE,In-Store
SLS000585,20230220,CUST00149,PRD0017,STR001,PROMO012,1,387.1,0.12,46.45,387.1,340.65,175.87,175.87,164.78,FALSE,Online
SLS000586,20240121,CUST00433,PRD0020,STR010,PROMO006,4,440.33,0.25,440.33,1761.32,1320.99,228.83,915.32,405.67,FALSE,In-Store
SLS000587,20250408,CUST00350,PRD0094,STR004,PROMO001,5,64.1,0.0,0.0,320.5,320.5,25.0,125.0,195.5,FALSE,In-Store
SLS000588,20240510,CUST00199,PRD0066,STR008,PROMO011,5,332.48,0.18,299.23,1662.4,1363.17,175.39,876.95,486.22,FALSE,In-Store
SLS000589,20230907,CUST00321,PRD0099,STR010,PROMO004,2,156.15,0.2,62.46,312.3,249.84,71.56,143.12,106.72,FALSE,In-Store
SLS000590,20240817,CUST00136,PRD0091,STR001,PROMO005,1,58.03,0.12,6.96,58.03,51.07,30.77,30.77,20.3,FALSE,Online
SLS000591,20240327,CUST00065,PRD0071,STR008,PROMO004,1,268.28,0.2,53.66,268.28,214.62,141.5,141.5,73.12,FALSE,In-Store
SLS000592,20230414,CUST00304,PRD0039,STR007,PROMO004,4,229.0,0.2,183.2,916.0,732.8,93.85,375.4,357.4,FALSE,In-Store
SLS000593,20250825,CUST00121,PRD0008,STR002,PROMO006,2,182.18,0.25,91.09,364.36,273.27,101.48,202.96,70.31,FALSE,Mobile
SLS000594,20241122,CUST00074,PRD0096,STR002,PROMO009,3,121.6,0.22,80.26,364.8,284.54,57.13,171.39,113.15,FALSE,Mobile
SLS000595,20241109,CUST00416,PRD0067,STR010,PROMO001,2,354.78,0.0,0.0,709.56,709.56,195.39,390.78,318.78,FALSE,In-Store
SLS000596,20250512,CUST00324,PRD0049,STR010,PROMO007,5,466.54,0.15,349.9,2332.7,1982.8,279.63,1398.15,584.65,FALSE,In-Store
SLS000597,20230609,CUST00366,PRD0069,STR005,PROMO005,4,343.9,0.12,165.07,1375.6,1210.53,177.76,711.04,499.49,FALSE,In-Store
SLS000598,20230206,CUST00202,PRD0094,STR003,PROMO011,3,64.1,0.18,34.61,192.3,157.69,25.0,75.0,82.69,FALSE,Marketplace
SLS000599,20240302,CUST00438,PRD0066,STR006,PROMO011,3,332.48,0.18,179.54,997.44,817.9,175.39,526.17,291.73,FALSE,In-Store
SLS000600,20251013,CUST00433,PRD0053,STR005,PROMO007,4,265.75,0.15,159.45,1063.0,903.55,139.88,559.52,344.03,FALSE,In-Store
SLS000601,20230506,CUST00356,PRD0007,STR002,PROMO007,3,459.25,0.15,206.66,1377.75,1171.09,191.96,575.88,595.21,FALSE,Mobile
SLS000602,20250317,CUST00027,PRD0026,STR005,PROMO011,3,186.17,0.18,100.53,558.51,457.98,107.56,322.68,135.3,FALSE,In-Store
SLS000603,20230715,CUST00145,PRD0003,STR007,PROMO008,5,147.16,0.1,73.58,735.8,662.22,80.66,403.3,258.92,FALSE,In-Store
SLS000604,20230720,CUST00253,PRD0034,STR001,PROMO011,2,45.05,0.18,16.22,90.1,73.88,21.87,43.74,30.14,FALSE,Online
SLS000605,20240826,CUST00072,PRD0083,STR010,PROMO003,4,414.89,0.1,165.96,1659.56,1493.6,214.72,858.88,634.72,FALSE,In-Store
SLS000606,20250719,CUST00129,PRD0067,STR009,PROMO006,1,354.78,0.25,88.69,354.78,266.09,195.39,195.39,70.7,FALSE,In-Store
SLS000607,20241011,CUST00436,PRD0089,STR002,PROMO004,4,238.8,0.2,191.04,955.2,764.16,141.57,566.28,197.88,FALSE,Mobile
SLS000608,20230113,CUST00422,PRD0077,STR005,PROMO007,3,232.8,0.15,104.76,698.4,593.64,131.09,393.27,200.37,FALSE,In-Store
SLS000609,20250707,CUST00368,PRD0007,STR001,PROMO010,3,459.25,0.08,110.22,1377.75,1267.53,191.96,575.88,691.65,FALSE,Online
SLS000610,20230120,CUST00153,PRD0074,STR007,PROMO004,4,402.17,0.2,321.74,1608.68,1286.94,232.8,931.2,355.74,FALSE,In-Store
SLS000611,20240901,CUST00401,PRD0020,STR010,PROMO004,1,440.33,0.2,88.07,440.33,352.26,228.83,228.83,123.43,FALSE,In-Store
SLS000612,20250920,CUST00218,PRD0003,STR001,PROMO012,4,147.16,0.12,70.64,588.64,518.0,80.66,322.64,195.36,FALSE,Online
SLS000613,20241215,CUST00055,PRD0099,STR001,PROMO002,5,156.15,0.15,117.11,780.75,663.64,71.56,357.8,305.84,FALSE,Online
SLS000614,20240117,CUST00246,PRD0003,STR003,PROMO009,1,147.16,0.22,32.38,147.16,114.78,80.66,80.66,34.12,FALSE,Marketplace
SLS000615,20241113,CUST00054,PRD0072,STR008,PROMO004,2,359.86,0.2,143.94,719.72,575.78,189.89,379.78,196.0,FALSE,In-Store
SLS000616,20251117,CUST00027,PRD0033,STR004,PROMO012,2,337.53,0.12,81.01,675.06,594.05,164.6,329.2,264.85,TRUE,In-Store
SLS000617,20241113,CUST00280,PRD0035,STR006,PROMO008,3,122.52,0.1,36.76,367.56,330.8,56.24,168.72,162.08,FALSE,In-Store
SLS000618,20240522,CUST00401,PRD0020,STR008,PROMO006,1,440.33,0.25,110.08,440.33,330.25,228.83,228.83,101.42,FALSE,In-Store
SLS000619,20251223,CUST00476,PRD0012,STR001,PROMO010,4,413.06,0.08,132.18,1652.24,1520.06,175.37,701.48,818.58,FALSE,Online
SLS000620,20250119,CUST00024,PRD0073,STR002,PROMO011,4,314.78,0.18,226.64,1259.12,1032.48,118.86,475.44,557.04,FALSE,Mobile
